id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
H52100,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,0
B17319,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,1~3,1~3,1~3,1~3,less1,1,0,0,0,1,0
H62780,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,26,Married partner,0,Associates degree,Unemployed,$37500 - $49999,,less1,1~3,1~3,1~3,1~3,1,1,1,0,1,0
I16954,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,$100000 or More,,less1,gt8,4~8,4~8,4~8,1,0,0,0,1,0
J00377,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,,never,never,gt8,less1,less1,1,0,0,1,0,0
J32328,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,,1~3,4~8,1~3,gt8,4~8,1,0,0,1,0,1
G12437,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,,1~3,1~3,1~3,gt8,1~3,1,0,0,0,1,1
K38906,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Some college - no degree,Sales & Related,$25000 - $37499,,never,less1,less1,less1,never,1,1,0,0,1,1
I21806,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,1~3,4~8,1~3,1,0,0,0,1,0
I90649,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Student,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1,1
F26321,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,,never,1~3,1~3,less1,less1,1,0,0,0,1,1
F61145,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1,1
I09785,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$25000 - $37499,,never,never,less1,never,,1,0,0,1,0,1
G16636,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,,never,less1,4~8,1~3,less1,1,1,0,0,1,1
C11325,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,,never,1~3,1~3,1~3,less1,1,1,0,0,1,1
F58727,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,,1~3,gt8,4~8,1~3,less1,1,1,0,0,1,1
H01194,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Some college - no degree,Food Preparation & Serving Related,Less than $12500,,never,1~3,4~8,,4~8,1,1,0,1,0,1
D35068,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,never,never,less1,4~8,1~3,1,1,0,0,1,1
H22026,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,1,1,0,1,0
H46610,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,,4~8,never,4~8,1~3,less1,1,0,0,0,1,0
F89720,Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,1,0,1
C25098,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,0,0,1,0,1
H75257,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,never,gt8,4~8,1~3,less1,1,1,0,0,1,0
I34383,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,,never,4~8,1~3,4~8,less1,1,1,1,0,1,0
B79716,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,,1~3,4~8,4~8,1~3,,1,1,0,0,1,0
A72840,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,0,0,1,0,0
H01826,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,31,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,,less1,1~3,gt8,4~8,1~3,1,0,0,0,1,1
H69241,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,,never,never,1~3,gt8,never,1,0,0,0,1,1
A62052,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Divorced,1,Some college - no degree,Protective Service,$25000 - $37499,,less1,less1,4~8,1~3,less1,1,1,0,0,1,0
K94647,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,0,0,0,1,1
H62435,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,,1~3,less1,4~8,4~8,less1,1,0,0,0,1,0
D02491,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,Married partner,1,Associates degree,Unemployed,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1,0
K06124,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,never,gt8,never,4~8,less1,1,1,0,0,1,0
K31973,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,,,,,,1,0,0,0,1,0
F50764,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,,less1,1~3,4~8,1~3,less1,1,1,1,0,1,1
B09834,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,never,never,1~3,never,never,1,1,0,0,1,0
J39877,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,,less1,never,4~8,gt8,less1,1,0,0,1,0,1
A55878,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,,less1,less1,4~8,1~3,never,1,1,0,0,1,1
G09753,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,never,gt8,never,4~8,less1,1,1,0,0,1,0
F18904,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Married partner,0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,0,0,0,1,1
E95380,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,46,Single,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,never,never,gt8,4~8,less1,1,0,0,1,0,1
G44519,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,,never,less1,gt8,1~3,never,1,1,1,0,1,1
E71006,No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,,never,less1,4~8,1~3,less1,1,0,0,0,1,0
J62605,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,,less1,1~3,1~3,1~3,less1,1,0,0,0,1,1
A37830,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,never,never,4~8,4~8,less1,1,0,0,1,0,1
I99348,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,4~8,4~8,4~8,4~8,less1,1,0,0,0,1,1
A75950,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,,never,1~3,1~3,1~3,less1,1,1,0,0,1,1
K84498,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Single,0,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,,1~3,1~3,1~3,gt8,1~3,1,1,0,0,1,0
A06865,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,36,Single,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,never,less1,less1,less1,1,1,0,1,0,0
C80035,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$62500 - $74999,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1,1
C37373,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,,never,never,less1,1~3,less1,1,1,0,0,1,0
C44960,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,,less1,,1~3,never,never,1,0,0,0,1,0
E50453,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Married partner,0,Some college - no degree,Unemployed,$25000 - $37499,,never,never,1~3,4~8,never,1,0,0,1,0,0
D72783,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Unemployed,$50000 - $62499,,less1,1~3,1~3,less1,less1,1,1,0,0,1,0
B34143,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,,never,never,4~8,1~3,less1,1,1,0,0,1,0
A06302,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,,never,less1,less1,1~3,less1,1,1,0,0,1,0
B13213,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1,1
B43499,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,,less1,less1,4~8,1~3,1~3,1,0,0,0,1,0
G19827,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,50plus,Married partner,0,Some college - no degree,Healthcare Support,$25000 - $37499,,1~3,1~3,4~8,4~8,1~3,1,1,0,0,1,1
E12744,Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,,never,,less1,less1,less1,1,1,1,0,1,0
G55166,Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,,never,never,1~3,1~3,1~3,1,1,0,0,1,1
B08660,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,31,Unmarried partner,0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1,1
I20948,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,36,Married partner,1,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,,less1,never,4~8,1~3,less1,1,1,0,0,1,0
G29147,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,46,Married partner,1,Bachelors degree,Education&Training&Library,$75000 - $87499,,less1,1~3,1~3,1~3,less1,1,1,1,0,1,0
C69212,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,1~3,4~8,1~3,1~3,1,0,0,1,0,1
A20142,Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Sales & Related,$12500 - $24999,,less1,1~3,1~3,1~3,less1,1,1,1,0,1,0
H70076,Work,Alone,Snowy,30,7AM,Bar,1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,,less1,gt8,gt8,gt8,less1,1,1,1,0,1,1
K25995,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,less1,4~8,1~3,,less1,1,1,0,0,1,1
A79495,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,0,0,0,1,0
G81187,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,,less1,1~3,4~8,1~3,less1,1,0,0,1,0,1
I57243,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,26,Single,0,Associates degree,Management,$37500 - $49999,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0,1
G41043,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,,never,4~8,1~3,4~8,1~3,1,1,0,0,1,1
J12244,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
E04130,Work,Alone,Sunny,55,7AM,Bar,1d,Female,50plus,Married partner,1,Some college - no degree,Transportation & Material Moving,$75000 - $87499,,never,never,4~8,gt8,less1,1,1,1,0,1,0
G04187,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,,1~3,less1,4~8,1~3,less1,1,1,1,0,1,0
E99070,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$87500 - $99999,,less1,less1,1~3,4~8,less1,1,1,0,0,1,0
J50142,Home,Alone,Rainy,55,6PM,Bar,1d,Male,31,Single,0,Bachelors degree,Office & Administrative Support,$25000 - $37499,,never,less1,less1,less1,less1,1,1,1,0,1,0
G37975,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,46,Married partner,1,Bachelors degree,Management,$100000 or More,,4~8,never,4~8,4~8,1~3,1,1,0,0,1,0
H55601,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1,0
I62653,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,1~3,1~3,1~3,1,1,0,0,1,0
J74345,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,,never,less1,1~3,1~3,1~3,1,1,0,1,0,1
E42447,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,,never,1~3,4~8,1~3,less1,1,1,0,0,1,1
J06245,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,,1~3,never,less1,4~8,never,1,0,0,0,1,0
E06446,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,1,0,0,1,1
F95964,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,,less1,never,4~8,1~3,less1,1,1,0,0,1,1
H85811,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,less1,less1,less1,1~3,1~3,1,1,0,0,1,1
E91019,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Single,0,Some college - no degree,Sales & Related,$50000 - $62499,,never,never,less1,4~8,less1,1,1,1,0,1,0
J61176,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,50plus,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,never,1~3,never,1~3,less1,1,1,0,0,1,0
E20158,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,,1~3,never,4~8,1~3,less1,1,0,0,0,1,1
A52320,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,,never,1~3,1~3,less1,less1,1,1,0,0,1,1
I31212,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,0,0,0,1,0
C55432,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,,less1,4~8,4~8,1~3,less1,1,1,1,0,1,0
G96357,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,,less1,4~8,4~8,1~3,less1,1,1,1,0,1,0
B53080,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,,4~8,less1,1~3,less1,never,1,0,0,1,0,0
J08959,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,31,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,,less1,4~8,less1,4~8,1~3,1,1,0,0,1,0
G35689,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,1,0,0,1,0
D20065,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Unemployed,$25000 - $37499,,less1,1~3,4~8,1~3,less1,1,1,1,0,1,0
C87370,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,,never,never,4~8,less1,less1,1,0,0,0,1,0
A92525,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,50plus,Single,0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,1~3,4~8,1~3,1,0,0,0,1,1
F83235,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,,1~3,,4~8,4~8,,1,0,0,0,1,0
H65635,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,,less1,less1,1~3,less1,never,1,0,0,1,0,0
E69831,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,46,Single,0,Some college - no degree,Student,$12500 - $24999,,never,4~8,1~3,1~3,never,1,0,0,0,1,0
K19373,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,1,High School Graduate,Unemployed,Less than $12500,,less1,less1,4~8,1~3,never,1,1,1,0,1,0
C16949,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,,less1,less1,1~3,less1,less1,1,1,0,1,0,1
E63925,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,0,1,1
I37258,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Sales & Related,$25000 - $37499,,1~3,4~8,4~8,1~3,1~3,1,1,0,0,1,1
E85713,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Management,$12500 - $24999,,4~8,4~8,4~8,gt8,gt8,1,1,0,0,1,1
A13965,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Unemployed,$50000 - $62499,,less1,1~3,1~3,less1,less1,1,0,0,1,0,1
A14815,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1,0
C51283,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,never,1~3,less1,1~3,1~3,1,1,0,0,1,0
G65037,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,,less1,gt8,4~8,gt8,1~3,1,0,0,0,1,0
I33317,Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,1,0,1,0
B54942,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,less1,4~8,4~8,1~3,never,1,0,0,0,1,0
F31540,No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Student,$87500 - $99999,,never,4~8,less1,4~8,less1,1,0,0,0,1,0
C57277,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Associates degree,Legal,$100000 or More,,less1,never,gt8,4~8,1~3,1,0,0,0,1,1
K97204,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,,never,gt8,gt8,gt8,less1,1,0,0,0,1,0
A71856,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,never,gt8,4~8,1~3,less1,1,1,1,0,1,0
E70817,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,gt8,4~8,4~8,1~3,1,1,0,0,1,0
B77044,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,41,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,,,,,,,1,0,0,0,1,1
G15115,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$25000 - $37499,,less1,,1~3,never,never,1,1,0,1,0,1
E99991,Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Female,31,Single,0,Bachelors degree,Unemployed,$100000 or More,,never,4~8,gt8,4~8,less1,1,1,1,0,1,0
K90082,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,,less1,gt8,4~8,gt8,1~3,1,0,0,1,0,1
D96965,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,,less1,1~3,1~3,1~3,less1,1,0,0,0,1,1
C62380,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,,never,1~3,less1,1~3,4~8,1,1,1,0,1,1
H57693,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,,never,gt8,4~8,1~3,less1,1,1,0,0,1,0
G35331,Work,Alone,Sunny,30,7AM,Bar,1d,Male,31,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,,less1,never,1~3,1~3,1~3,1,1,0,1,0,1
C67372,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,1d,Male,46,Unmarried partner,1,Bachelors degree,Business & Financial,$62500 - $74999,,never,less1,4~8,1~3,never,1,1,0,0,1,0
A91558,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$50000 - $62499,,less1,less1,less1,gt8,less1,1,0,0,1,0,0
A68682,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1,1
D28587,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,,never,1~3,less1,4~8,less1,1,1,0,1,0,1
J64489,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1,1
I83871,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1~3,never,1~3,1~3,1~3,1,0,0,0,1,0
A81169,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$50000 - $62499,,less1,less1,less1,gt8,less1,1,1,0,0,1,0
G67679,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,,less1,gt8,4~8,1~3,less1,1,1,0,0,1,1
