Player,Slots,BJ,Craps,Bac,Bingo,Poker,Other,Total Spend,Gender,Age
Player 2469,318,0,0,0,170,0,0,488,Male,39
Player 2470,97,18,22,17,0,21,80,256,Female,60
Player 2471,50,38,23,11,0,16,47,185,Female,57
Player 2472,830,340,143,89,0,209,630,2240,Male,65
Player 2473,524,348,165,92,0,229,521,1880,Male,50
Player 2474,121,0,0,0,0,0,0,121,Female,57
Player 2475,522,332,287,176,0,245,556,2117,Female,44
Player 2476,74,38,16,12,0,23,29,192,Male,57
Player 2477,109,0,0,0,0,0,0,109,Male,70
Player 2478,45,12,13,11,0,19,50,151,Female,63
Player 2479,841,2490,5621,1050,0,0,0,10003,Male,45
Player 2480,57,33,29,9,0,21,55,205,Male,28
Player 2481,0,0,0,0,0,0,482,482,Female,39
Player 2482,0,369,0,0,0,0,0,369,Female,62
Player 2483,367,0,0,0,144,0,0,512,Male,69
Player 2484,515,0,0,0,123,0,0,637,Female,48
Player 2485,54,26,15,9,0,24,44,172,Male,46
Player 2486,55,16,16,11,0,13,47,158,Male,21
Player 2487,361,336,173,100,0,101,668,1740,Female,53
Player 2488,66,36,25,10,0,21,64,222,Female,21
Player 2489,627,5605,4996,722,0,0,0,11950,Female,32
Player 2490,1015,127,174,48,0,246,463,2073,Male,50
Player 2491,130,0,0,0,0,0,0,130,Male,52
Player 2492,907,359,202,102,0,198,743,2510,Female,40
Player 2493,623,2526,2443,1424,0,0,0,7017,Female,50
Player 2494,586,431,112,96,0,241,566,2032,Female,24
Player 2495,0,0,0,0,0,0,404,404,Male,44
Player 2496,574,420,173,93,0,127,438,1826,Female,67
Player 2497,545,311,189,118,0,240,899,2301,Female,21
Player 2498,87,26,19,9,0,20,65,225,Male,29
Player 2499,66,19,21,19,0,32,59,216,Female,32
Player 2500,87,31,24,6,0,18,69,236,Female,69
Player 2501,96,39,16,7,0,12,47,217,Female,52
Player 2502,67,32,21,9,0,25,72,226,Male,26
Player 2503,712,3726,2589,999,0,0,0,8026,Male,47
Player 2504,75,18,21,9,0,28,22,173,Male,36
Player 2505,73,30,16,6,0,31,44,201,Female,42
Player 2506,70,21,26,9,0,9,61,196,Male,37
Player 2507,1652,3717,1831,1327,0,0,0,8526,Male,50
Player 2508,66,40,12,16,0,8,27,170,Female,52
Player 2509,59,0,0,0,0,0,0,59,Female,36
Player 2510,54,20,16,6,0,19,43,158,Female,33
Player 2511,425,0,0,0,104,0,0,529,Male,33
Player 2512,1158,4500,4371,1011,0,0,0,11040,Male,25
Player 2513,602,374,263,145,0,122,488,1994,Female,50
Player 2514,138,0,0,0,0,0,0,138,Male,70
Player 2515,54,38,21,9,0,12,37,171,Female,51
Player 2516,67,11,28,5,0,21,49,181,Female,35
Player 2517,617,208,198,14,0,103,505,1645,Male,62
Player 2518,81,28,26,10,0,19,65,228,Female,31
Player 2519,55,17,15,11,0,18,37,152,Male,27
Player 2520,79,32,12,10,0,23,23,179,Female,65
Player 2521,495,0,0,0,0,0,0,495,Male,60
Player 2522,76,42,26,10,0,23,86,265,Female,68
Player 2523,553,0,0,0,79,0,0,632,Male,52
Player 2524,397,257,130,88,0,169,391,1432,Male,43
Player 2525,71,0,0,0,0,0,0,71,Male,53
Player 2526,40,28,21,10,0,24,54,176,Female,51
Player 2527,639,215,244,98,0,81,504,1782,Female,49
Player 2528,1245,4189,4654,2254,0,0,0,12342,Male,69
Player 2529,95,0,0,0,0,0,0,95,Male,24
Player 2530,713,307,203,98,0,306,583,2210,Female,48
Player 2531,823,231,207,95,0,135,551,2042,Male,43
Player 2532,462,0,0,0,175,0,0,637,Female,53
Player 2533,415,304,121,57,0,225,341,1463,Female,49
Player 2534,620,370,283,105,0,255,681,2314,Male,37
Player 2535,80,0,0,0,0,0,0,80,Female,52
Player 2536,227,0,0,0,0,0,0,227,Male,63
Player 2537,102,0,0,0,0,0,0,102,Male,68
Player 2538,388,0,0,0,111,0,0,499,Male,28
Player 2539,102,0,0,0,0,0,0,102,Female,39
Player 2540,68,27,15,8,0,17,58,193,Male,49
Player 2541,1029,176,112,94,0,190,441,2042,Female,59
Player 2542,55,38,19,4,0,17,40,173,Male,45
Player 2543,123,0,0,0,0,0,0,123,Male,45
Player 2544,717,440,168,85,0,135,574,2120,Female,56
Player 2545,97,0,0,0,0,0,0,97,Female,58
Player 2546,85,29,25,12,0,26,27,205,Male,68
Player 2547,637,245,239,104,0,235,389,1848,Female,66
Player 2548,558,0,0,0,143,0,0,701,Male,37
Player 2549,115,0,0,0,0,0,0,115,Female,30
Player 2550,49,40,26,10,0,22,41,188,Female,44
Player 2551,332,0,0,0,48,0,0,379,Male,38
Player 2552,71,0,0,0,0,0,0,71,Male,41
Player 2553,66,34,17,10,0,13,37,178,Male,66
Player 2554,0,0,0,0,0,0,545,545,Male,22
Player 2555,539,0,0,0,0,0,0,539,Female,31
Player 2556,0,0,551,0,0,0,0,551,Male,30
Player 2557,122,0,0,0,0,0,0,122,Female,26
Player 2558,580,341,154,86,0,266,772,2199,Male,25
Player 2559,0,549,0,0,0,0,0,549,Female,43
Player 2560,0,572,0,0,0,0,0,572,Female,47
Player 2561,670,329,137,69,0,168,307,1680,Male,58
Player 2562,507,464,152,88,0,151,230,1590,Female,56
Player 2563,118,0,0,0,0,0,0,118,Female,46
Player 2564,80,26,30,13,0,21,31,201,Female,53
Player 2565,72,53,12,15,0,19,55,227,Male,59
Player 2566,1465,2104,3312,1201,0,0,0,8081,Male,28
Player 2567,124,0,0,0,0,0,0,124,Male,60
Player 2568,808,283,168,69,0,121,443,1892,Male,34
Player 2569,230,0,0,0,101,0,0,332,Male,23
Player 2570,839,348,250,90,0,293,189,2010,Female,38
Player 2571,0,0,550,0,0,0,0,550,Male,67
Player 2572,752,419,186,58,0,216,404,2037,Female,26
Player 2573,0,457,0,0,0,0,0,457,Female,64
Player 2574,0,0,0,0,0,0,537,537,Female,60
Player 2575,112,17,5,7,0,29,64,234,Female,51
Player 2576,70,36,31,9,0,16,39,201,Male,43
Player 2577,52,11,25,10,0,27,52,177,Male,27
Player 2578,830,435,221,117,0,220,234,2056,Female,31
Player 2579,55,34,17,12,0,18,36,172,Female,21
Player 2580,484,296,209,112,0,156,494,1751,Female,67
Player 2581,507,347,214,105,0,225,196,1596,Female,25
Player 2582,382,455,241,70,0,224,532,1904,Female,34
Player 2583,56,44,10,10,0,15,61,197,Female,57
Player 2584,127,34,21,9,0,22,65,278,Male,48
Player 2585,75,27,26,11,0,9,29,178,Male,67
Player 2586,0,0,648,0,0,0,0,648,Female,66
Player 2587,1227,335,263,83,0,286,426,2619,Male,23
Player 2588,820,316,225,34,0,285,497,2177,Male,23
Player 2589,619,0,0,0,128,0,0,747,Male,63
Player 2590,345,0,0,0,0,0,0,345,Male,48
Player 2591,0,0,0,0,0,0,715,715,Male,69
Player 2592,35,28,13,9,0,26,66,177,Male,57
Player 2593,0,0,0,0,0,597,0,597,Male,29
Player 2594,85,38,21,11,0,11,77,243,Female,30
Player 2595,839,213,155,104,0,246,597,2154,Female,21
Player 2596,302,371,94,120,0,156,574,1617,Male,70
Player 2597,456,0,0,0,0,0,0,456,Male,38
Player 2598,92,27,28,10,0,22,70,249,Male,34
Player 2599,144,0,0,0,0,0,0,144,Female,41
Player 2600,113,0,0,0,0,0,0,113,Male,54
Player 2601,36,34,22,8,0,20,66,186,Male,28
Player 2602,404,0,0,0,95,0,0,499,Female,60
Player 2603,430,0,0,0,69,0,0,499,Male,22
Player 2604,76,0,0,0,0,0,0,76,Male,55
Player 2605,59,35,18,10,0,18,42,183,Female,25
Player 2606,438,368,179,74,0,213,161,1434,Female,67
Player 2607,1130,360,160,111,0,213,682,2656,Male,56
Player 2608,153,0,0,0,0,0,0,153,Male,44
Player 2609,769,205,230,75,0,133,395,1807,Male,40
Player 2610,84,35,20,9,0,30,52,230,Female,60
Player 2611,0,0,0,0,0,0,360,360,Female,54
Player 2612,105,31,18,6,0,13,56,228,Male,27
Player 2613,0,0,359,0,0,0,0,359,Female,44
Player 2614,216,0,0,0,118,0,0,334,Male,31
Player 2615,106,0,0,0,0,0,0,106,Female,43
Player 2616,88,0,0,0,0,0,0,88,Female,53
Player 2617,779,239,216,103,0,295,324,1955,Male,35
Player 2618,128,0,0,0,0,0,0,128,Male,43
Player 2619,497,0,0,0,101,0,0,598,Female,21
Player 2620,920,4678,4474,802,0,0,0,10874,Female,65
Player 2621,896,378,174,100,0,182,427,2156,Male,27
Player 2622,549,0,0,0,0,0,0,549,Male,63
Player 2623,79,27,22,6,0,28,65,227,Female,62
Player 2624,0,0,0,0,0,0,394,394,Male,21
Player 2625,72,0,0,0,0,0,0,72,Male,66
Player 2626,94,32,18,9,0,28,55,237,Male,32
Player 2627,399,0,0,0,98,0,0,497,Female,39
Player 2628,996,275,298,43,0,160,365,2137,Female,27
Player 2629,463,313,213,116,0,183,259,1546,Male,30
Player 2630,52,0,0,0,0,0,0,52,Male,63
Player 2631,370,0,0,0,0,0,0,370,Male,62
Player 2632,77,0,0,0,0,0,0,77,Female,51
Player 2633,391,0,0,0,0,0,0,391,Male,63
Player 2634,94,0,0,0,0,0,0,94,Female,48
Player 2635,152,0,0,0,0,0,0,152,Male,51
Player 2636,79,39,15,9,0,13,26,181,Female,45
Player 2637,568,0,0,0,0,0,0,568,Female,57
Player 2638,903,375,221,101,0,284,431,2315,Female,68
Player 2639,45,21,27,8,0,14,43,157,Male,55
Player 2640,110,0,0,0,0,0,0,110,Male,61
Player 2641,465,0,0,0,0,0,0,465,Male,51
Player 2642,963,4652,5626,560,0,0,0,11801,Male,43
Player 2643,996,237,188,94,0,242,672,2429,Male,34
Player 2644,63,32,12,14,0,23,52,196,Female,46
Player 2645,1053,359,203,114,0,164,572,2465,Female,22
Player 2646,52,0,0,0,0,0,0,52,Male,57
Player 2647,81,36,12,11,0,15,45,199,Female,57
Player 2648,77,44,20,8,0,24,33,206,Male,48
Player 2649,63,16,32,8,0,31,34,184,Male,37
Player 2650,116,0,0,0,0,0,0,116,Female,41
Player 2651,77,35,34,8,0,12,47,213,Female,54
Player 2652,54,13,20,12,0,15,35,148,Male,65
Player 2653,69,21,20,14,0,25,77,227,Female,69
Player 2654,504,0,0,0,0,0,0,504,Male,63
Player 2655,995,3616,3182,861,0,0,0,8655,Male,29
Player 2656,399,0,0,0,129,0,0,528,Female,55
Player 2657,744,347,186,84,0,182,582,2125,Female,63
Player 2658,0,686,0,0,0,0,0,686,Male,22
Player 2659,59,27,14,8,0,9,41,157,Female,40
Player 2660,56,19,28,8,0,22,34,167,Female,30
Player 2661,111,0,0,0,0,0,0,111,Female,29
Player 2662,850,6778,4111,813,0,0,0,12553,Female,45
Player 2663,93,0,0,0,0,0,0,93,Female,42
Player 2664,519,0,0,0,0,0,0,519,Male,24
Player 2665,111,0,0,0,0,0,0,111,Male,36
Player 2666,118,0,0,0,0,0,0,118,Female,54
Player 2667,156,0,0,0,0,0,0,156,Male,22
Player 2668,89,0,0,0,0,0,0,89,Male,29
Player 2669,510,0,0,0,102,0,0,613,Female,38
Player 2670,0,0,0,0,0,0,761,761,Female,49
Player 2671,438,303,223,84,0,316,432,1796,Female,69
Player 2672,66,18,21,8,0,20,46,180,Male,69
Player 2673,806,3515,4399,999,0,0,0,9719,Female,61
Player 2674,125,0,0,0,0,0,0,125,Male,21
Player 2675,65,31,21,16,0,13,44,189,Female,50
Player 2676,273,0,0,0,98,0,0,371,Male,25
Player 2677,70,0,0,0,0,0,0,70,Male,68
Player 2678,335,0,0,0,126,0,0,460,Female,40
Player 2679,0,0,324,0,0,0,0,324,Male,33
Player 2680,109,34,15,10,0,16,68,252,Female,42
Player 2681,0,0,0,0,0,472,0,472,Female,26
Player 2682,770,173,249,121,0,152,537,2003,Female,53
Player 2683,102,36,7,7,0,21,49,223,Female,49
Player 2684,75,0,0,0,0,0,0,75,Female,37
Player 2685,86,37,20,13,0,23,36,216,Male,44
Player 2686,137,0,0,0,0,0,0,137,Female,34
Player 2687,69,33,32,12,0,25,82,253,Male,50
Player 2688,787,3039,4381,1610,0,0,0,9818,Female,51
Player 2689,133,0,0,0,0,0,0,133,Male,21
Player 2690,13,0,0,0,0,0,0,13,Female,37
Player 2691,0,0,0,0,0,0,501,501,Female,44
Player 2692,0,702,0,0,0,0,0,702,Male,24
Player 2693,85,0,0,0,0,0,0,85,Male,36
Player 2694,47,26,29,9,0,33,36,180,Male,49
Player 2695,0,0,0,0,0,0,488,488,Male,22
Player 2696,0,0,0,0,0,0,563,563,Female,59
Player 2697,103,0,0,0,0,0,0,103,Female,65
Player 2698,176,0,0,0,98,0,0,274,Male,31
Player 2699,0,0,0,0,0,0,474,474,Male,61
Player 2700,133,0,0,0,0,0,0,133,Female,62
Player 2701,55,15,10,11,0,24,45,160,Male,21
Player 2702,0,0,0,0,0,0,547,547,Female,40
Player 2703,0,0,0,0,0,0,345,345,Female,43
Player 2704,91,44,32,9,0,21,50,246,Female,29
Player 2705,60,41,24,13,0,15,52,205,Female,27
Player 2706,609,322,56,116,0,216,728,2047,Male,43
Player 2707,44,24,18,6,0,29,51,172,Male,67
Player 2708,76,24,21,7,0,18,33,178,Female,53
Player 2709,627,0,0,0,0,0,0,627,Male,59
Player 2710,108,20,19,11,0,6,38,202,Female,67
Player 2711,90,0,0,0,0,0,0,90,Male,62
Player 2712,969,4385,2831,936,0,0,0,9121,Male,61
Player 2713,0,0,0,0,0,0,427,427,Female,49
Player 2714,823,346,182,114,0,175,394,2034,Female,33
Player 2715,143,0,0,0,0,0,0,143,Male,40
Player 2716,994,7294,4924,1120,0,0,0,14333,Male,29
Player 2717,103,36,16,8,0,16,52,232,Male,69
Player 2718,0,462,0,0,0,0,0,462,Male,51
Player 2719,61,25,23,10,0,15,27,162,Male,65
Player 2720,564,398,131,120,0,226,601,2040,Female,63
Player 2721,76,30,17,12,0,18,82,236,Female,38
Player 2722,68,19,37,12,0,22,38,196,Male,67
Player 2723,579,333,28,58,0,283,566,1846,Male,21
Player 2724,615,336,224,120,0,182,413,1889,Male,55
Player 2725,350,298,249,53,0,171,446,1567,Female,36
Player 2726,112,0,0,0,0,0,0,112,Female,68
Player 2727,835,227,139,76,0,193,339,1809,Female,60
Player 2728,0,0,0,0,0,0,252,252,Male,67
Player 2729,0,0,391,0,0,0,0,391,Female,61
Player 2730,607,300,241,169,0,300,786,2404,Female,68
Player 2731,955,366,264,77,0,166,376,2204,Male,43
Player 2732,83,33,28,11,0,14,54,224,Female,33
Player 2733,688,290,194,90,0,79,531,1872,Male,21
Player 2734,76,28,17,9,0,29,36,195,Male,65
Player 2735,116,0,0,0,0,0,0,116,Female,58
Player 2736,74,18,13,8,0,20,33,165,Male,60
Player 2737,72,37,21,9,0,20,48,207,Male,33
Player 2738,0,0,0,0,0,0,469,469,Female,68
Player 2739,979,386,194,75,0,161,613,2408,Male,40
Player 2740,55,35,33,10,0,25,47,205,Female,43
Player 2741,938,284,282,112,0,103,479,2198,Female,30
Player 2742,510,0,0,0,73,0,0,584,Male,49
Player 2743,71,14,20,10,0,22,61,199,Male,49
Player 2744,379,0,0,0,0,0,0,379,Female,30
Player 2745,264,0,0,0,121,0,0,385,Male,69
Player 2746,92,40,18,10,0,19,35,214,Female,31
Player 2747,269,0,0,0,84,0,0,353,Male,50
Player 2748,53,25,16,6,0,23,53,177,Male,47
Player 2749,806,212,280,159,0,138,522,2117,Male,38
Player 2750,115,28,14,12,0,18,40,227,Female,61
Player 2751,506,0,0,0,66,0,0,572,Female,65
Player 2752,375,0,0,0,123,0,0,498,Female,56
Player 2753,94,27,31,9,0,22,53,236,Male,46
Player 2754,616,180,126,105,0,258,636,1921,Female,43
Player 2755,104,7,11,12,0,19,27,180,Male,27
Player 2756,112,36,19,11,0,10,34,221,Female,52
Player 2757,255,360,164,84,0,335,572,1770,Male,44
Player 2758,655,0,0,0,62,0,0,717,Male,53
Player 2759,52,42,22,10,0,11,50,188,Female,42
Player 2760,794,423,249,68,0,218,374,2126,Male,49
Player 2761,126,0,0,0,0,0,0,126,Male,51
Player 2762,74,21,22,9,0,26,77,228,Female,28
Player 2763,581,0,0,0,82,0,0,662,Female,65
Player 2764,0,0,0,0,0,0,491,491,Male,63
Player 2765,390,0,0,0,136,0,0,526,Female,57
Player 2766,0,0,0,0,0,354,0,354,Female,66
Player 2767,689,4963,4798,1087,0,0,0,11538,Male,24
Player 2768,76,0,0,0,0,0,0,76,Female,67
Player 2769,47,23,22,9,0,22,49,173,Male,59
Player 2770,0,0,315,0,0,0,0,315,Male,59
Player 2771,84,27,10,15,0,25,39,200,Female,43
Player 2772,551,458,258,127,0,269,396,2058,Male,60
Player 2773,1310,3225,3900,597,0,0,0,9032,Male,28
Player 2774,0,0,0,0,0,0,613,613,Male,35
Player 2775,0,398,0,0,0,0,0,398,Female,41
Player 2776,100,21,21,6,0,22,29,199,Male,22
Player 2777,17,33,17,4,0,24,51,147,Female,63
Player 2778,0,570,0,0,0,0,0,570,Male,37
Player 2779,0,0,0,0,0,0,448,448,Male,61
Player 2780,96,0,0,0,0,0,0,96,Male,39
Player 2781,243,0,0,0,102,0,0,344,Male,57
Player 2782,75,38,14,7,0,16,47,196,Male,60
Player 2783,517,0,0,0,87,0,0,603,Female,27
Player 2784,593,0,0,0,0,0,0,593,Male,51
Player 2785,84,37,14,7,0,17,24,182,Male,44
Player 2786,0,0,0,0,0,0,431,431,Female,50
Player 2787,112,54,19,5,0,15,55,260,Female,53
Player 2788,0,0,0,0,0,0,675,675,Female,47
Player 2789,617,262,258,70,0,209,751,2166,Male,70
Player 2790,379,0,0,0,0,0,0,379,Male,26
Player 2791,63,28,15,11,0,15,58,189,Male,48
Player 2792,990,4640,4931,421,0,0,0,10983,Male,38
Player 2793,880,6110,3982,1126,0,0,0,12097,Female,48
Player 2794,89,37,10,15,0,18,57,225,Male,45
Player 2795,308,0,0,0,100,0,0,408,Male,26
Player 2796,126,0,0,0,0,0,0,126,Female,23
Player 2797,59,0,0,0,0,0,0,59,Male,54
Player 2798,818,0,0,0,0,0,0,818,Female,34
Player 2799,99,0,0,0,0,0,0,99,Female,30
Player 2800,91,32,19,9,0,27,35,212,Female,57
Player 2801,68,13,23,10,0,21,45,180,Female,58
Player 2802,84,30,19,9,0,25,67,235,Male,32
Player 2803,301,0,0,0,0,0,0,301,Female,21
Player 2804,0,0,0,0,0,749,0,749,Male,64
Player 2805,32,25,29,10,0,17,60,173,Male,69
Player 2806,0,436,0,0,0,0,0,436,Female,27
Player 2807,100,36,24,8,0,28,51,248,Male,28
Player 2808,1173,5338,4205,1752,0,0,0,12468,Female,27
Player 2809,672,234,249,109,0,229,254,1746,Male,53
Player 2810,82,27,17,8,0,21,50,205,Female,49
Player 2811,485,0,0,0,0,0,0,485,Female,52
Player 2812,75,32,19,12,0,26,60,225,Female,44
Player 2813,113,0,0,0,117,0,0,230,Male,49
Player 2814,64,41,21,8,0,18,23,175,Male,23
Player 2815,244,280,254,82,0,203,349,1413,Female,48
Player 2816,84,29,8,7,0,23,49,199,Female,27
Player 2817,66,37,23,13,0,22,46,207,Male,42
Player 2818,66,21,17,15,0,22,76,215,Male,21
Player 2819,0,0,0,338,0,0,0,338,Male,42
Player 2820,756,378,184,80,0,177,428,2003,Female,54
Player 2821,102,0,0,0,0,0,0,102,Male,51
Player 2822,415,0,0,0,114,0,0,529,Male,64
Player 2823,61,33,16,13,0,25,45,194,Male,29
Player 2824,593,308,141,43,0,246,485,1815,Female,61
Player 2825,41,35,29,8,0,17,57,188,Male,50
Player 2826,422,0,0,0,0,0,0,422,Female,25
Player 2827,779,422,225,137,0,166,474,2203,Male,52
Player 2828,32,42,27,9,0,16,41,167,Female,41
Player 2829,606,0,0,0,0,0,0,606,Male,41
Player 2830,893,324,213,107,0,285,755,2577,Female,35
Player 2831,66,23,13,10,0,22,24,158,Female,50
Player 2832,48,18,31,10,0,22,48,176,Male,46
Player 2833,583,0,0,0,57,0,0,640,Female,56
Player 2834,394,0,0,0,89,0,0,483,Female,41
Player 2835,74,0,0,0,0,0,0,74,Female,34
Player 2836,92,0,0,0,0,0,0,92,Female,60
Player 2837,64,18,24,10,0,31,55,202,Male,22
Player 2838,74,0,0,0,0,0,0,74,Female,62
Player 2839,513,0,0,0,0,0,0,513,Female,25
Player 2840,401,0,0,0,51,0,0,453,Female,62
Player 2841,261,0,0,0,94,0,0,355,Male,22
Player 2842,775,318,235,81,0,215,381,2005,Female,33
Player 2843,1374,1832,3369,1296,0,0,0,7871,Female,38
Player 2844,106,0,0,0,0,0,0,106,Female,29
Player 2845,120,0,0,0,0,0,0,120,Male,34
Player 2846,325,293,152,70,0,212,456,1507,Male,59
Player 2847,141,0,0,0,0,0,0,141,Female,67
Player 2848,738,0,0,0,0,0,0,738,Male,39
Player 2849,298,317,214,119,0,297,557,1802,Female,46
Player 2850,474,0,0,0,103,0,0,576,Female,38
Player 2851,0,0,712,0,0,0,0,712,Female,66
Player 2852,587,0,0,0,0,0,0,587,Male,66
Player 2853,103,26,17,12,0,15,41,215,Male,65
Player 2854,401,0,0,0,0,0,0,401,Male,55
Player 2855,1387,5056,5057,1109,0,0,0,12608,Male,33
Player 2856,126,0,0,0,0,0,0,126,Female,31
Player 2857,584,0,0,0,0,0,0,584,Male,35
Player 2858,761,454,175,101,0,135,345,1971,Male,61
Player 2859,65,29,35,9,0,32,50,219,Female,25
Player 2860,514,0,0,0,0,0,0,514,Male,39
Player 2861,59,0,0,0,0,0,0,59,Male,23
Player 2862,0,484,0,0,0,0,0,484,Male,60
Player 2863,254,0,0,0,61,0,0,315,Female,68
Player 2864,856,287,206,132,0,249,357,2087,Female,28
Player 2865,85,36,20,6,0,25,47,219,Male,64
Player 2866,118,0,0,0,0,0,0,118,Female,43
Player 2867,606,3624,4420,1054,0,0,0,9705,Female,33
Player 2868,56,34,15,14,0,20,69,208,Male,42
Player 2869,556,0,0,0,0,0,0,556,Male,29
Player 2870,462,0,0,0,0,0,0,462,Male,33
Player 2871,65,0,0,0,0,0,0,65,Male,27
Player 2872,396,0,0,0,0,0,0,396,Female,46
Player 2873,58,32,20,14,0,30,37,190,Male,28
Player 2874,1328,4103,4277,949,0,0,0,10657,Male,28
Player 2875,0,0,0,0,0,469,0,469,Female,59
Player 2876,73,47,20,14,0,14,67,236,Male,60
Player 2877,73,28,31,10,0,5,57,204,Male,23
Player 2878,394,414,251,123,0,322,537,2041,Male,51
Player 2879,569,479,121,60,0,180,605,2013,Male,36
Player 2880,0,0,0,397,0,0,0,397,Female,32
Player 2881,862,297,295,119,0,221,458,2251,Male,26
Player 2882,132,0,0,0,0,0,0,132,Female,58
Player 2883,1357,174,250,101,0,182,323,2387,Female,48
Player 2884,812,396,211,114,0,224,676,2433,Male,22
Player 2885,51,0,0,0,0,0,0,51,Female,64
Player 2886,34,27,31,8,0,20,51,172,Male,50
Player 2887,258,0,0,0,0,0,0,258,Male,26
Player 2888,61,43,25,9,0,17,46,202,Female,49
Player 2889,313,0,0,0,76,0,0,389,Female,66
Player 2890,514,0,0,0,111,0,0,625,Male,27
Player 2891,91,52,21,13,0,23,39,238,Female,26
Player 2892,0,0,0,0,0,0,507,507,Male,64
Player 2893,260,306,302,114,0,259,435,1677,Female,40
Player 2894,52,0,0,0,0,0,0,52,Female,64
Player 2895,42,0,0,0,0,0,0,42,Female,47
Player 2896,105,0,0,0,0,0,0,105,Male,40
Player 2897,0,0,0,0,0,711,0,711,Female,44
Player 2898,51,26,16,7,0,17,11,129,Female,28
Player 2899,89,22,20,8,0,12,33,183,Male,59
Player 2900,47,33,23,9,0,11,42,165,Female,35
Player 2901,1286,253,171,58,0,126,434,2327,Male,39
Player 2902,341,0,0,0,110,0,0,451,Female,37
Player 2903,957,2902,3413,975,0,0,0,8247,Female,25
Player 2904,63,45,12,15,0,26,67,229,Male,55
Player 2905,0,0,0,0,0,0,491,491,Female,65
Player 2906,668,372,264,34,0,217,754,2308,Female,60
Player 2907,84,31,26,10,0,24,41,216,Male,31
Player 2908,0,0,0,0,0,0,732,732,Male,25
Player 2909,124,0,0,0,0,0,0,124,Male,46
Player 2910,87,0,0,0,0,0,0,87,Female,27
Player 2911,334,0,0,0,92,0,0,426,Male,66
Player 2912,93,31,23,14,0,21,46,227,Male,21
Player 2913,498,0,0,0,136,0,0,634,Female,51
Player 2914,50,31,34,9,0,18,42,184,Female,58
Player 2915,0,541,0,0,0,0,0,541,Female,47
Player 2916,68,0,0,0,0,0,0,68,Male,61
Player 2917,256,0,0,0,102,0,0,359,Female,69
Player 2918,50,47,28,10,0,23,43,203,Male,70
Player 2919,0,0,529,0,0,0,0,529,Female,67
Player 2920,137,0,0,0,0,0,0,137,Female,45
Player 2921,85,38,23,6,0,18,45,215,Female,32
Player 2922,612,0,0,0,0,0,0,612,Male,70
Player 2923,59,35,33,10,0,17,63,217,Female,49
Player 2924,0,0,0,0,0,0,730,730,Female,28
Player 2925,58,32,15,11,0,21,36,173,Female,69
Player 2926,43,22,16,5,0,14,44,144,Female,62
Player 2927,409,0,0,0,68,0,0,477,Female,58
Player 2928,39,33,23,3,0,13,63,174,Male,36
Player 2929,127,0,0,0,0,0,0,127,Male,26
Player 2930,72,35,19,15,0,28,49,219,Female,34
Player 2931,727,260,131,77,0,171,519,1885,Male,37
Player 2932,922,198,195,103,0,177,741,2336,Male,40
Player 2933,571,0,0,0,0,0,0,571,Female,40
Player 2934,384,0,0,0,95,0,0,479,Female,65
Player 2935,445,0,0,0,42,0,0,488,Male,49
Player 2936,133,30,27,10,0,25,59,285,Male,35
Player 2937,374,0,0,0,39,0,0,413,Female,33
Player 2938,573,0,0,0,0,0,0,573,Male,52
Player 2939,727,364,93,67,0,297,522,2070,Male,31
Player 2940,548,0,0,0,90,0,0,638,Male,38
Player 2941,1016,2495,2716,555,0,0,0,6782,Male,28
Player 2942,802,313,166,78,0,116,542,2017,Male,39
Player 2943,687,359,152,102,0,169,425,1894,Male,32
Player 2944,124,27,16,8,0,18,70,264,Male,50
Player 2945,670,0,0,0,0,0,0,670,Female,51
Player 2946,0,0,0,0,0,0,507,507,Male,48
Player 2947,0,0,497,0,0,0,0,497,Male,22
Player 2948,75,36,33,8,0,20,40,212,Female,60
Player 2949,725,420,198,79,0,226,725,2374,Female,40
Player 2950,0,459,0,0,0,0,0,459,Female,55
Player 2951,48,0,0,0,0,0,0,48,Female,45
Player 2952,27,0,0,0,0,0,0,27,Female,26
Player 2953,0,0,0,0,0,638,0,638,Male,49
Player 2954,320,396,172,99,0,101,550,1639,Female,49
Player 2955,77,0,0,0,0,0,0,77,Male,21
Player 2956,762,229,243,170,0,93,387,1883,Male,54
Player 2957,49,22,19,11,0,29,41,171,Male,36
Player 2958,65,39,29,11,0,17,71,232,Male,54
Player 2959,0,222,0,0,0,0,0,222,Female,36
Player 2960,82,40,17,14,0,9,38,199,Male,43
Player 2961,70,24,28,8,0,29,28,187,Female,41
Player 2962,302,0,0,0,126,0,0,428,Male,38
Player 2963,82,0,0,0,0,0,0,82,Female,28
Player 2964,690,198,172,165,0,146,358,1728,Female,32
Player 2965,715,383,97,160,0,180,590,2125,Male,51
Player 2966,52,30,12,12,0,11,36,153,Female,27
Player 2967,368,0,0,0,0,0,0,368,Male,49
Player 2968,1079,4684,5217,868,0,0,0,11848,Female,53
Player 2969,547,173,136,152,0,76,419,1502,Female,64
Player 2970,444,2047,4633,1465,0,0,0,8588,Female,56
Player 2971,0,0,0,0,0,277,0,277,Female,65
Player 2972,0,0,503,0,0,0,0,503,Male,22
Player 2973,0,0,0,304,0,0,0,304,Female,45
Player 2974,0,0,0,0,0,0,462,462,Male,24
Player 2975,929,190,212,81,0,193,359,1963,Female,41
Player 2976,0,0,0,567,0,0,0,567,Female,68
